second,distance,motion,lightIntensity,occupied
896,283.0,0,4.17,1
897,283.0,0,4.17,1
898,283.0,0,4.17,1
899,283.0,0,4.17,1
900,283.0,0,4.17,1
901,283.0,0,4.17,1
902,283.0,0,4.17,1
903,283.0,0,4.17,1
904,281.0,0,4.17,1
905,279.0,0,4.17,1
906,284.0,0,4.17,1
907,282.0,0,4.17,1
908,282.0,0,4.17,1
909,282.0,0,4.17,1
910,282.0,0,4.17,1
911,282.0,0,4.17,1
912,282.0,0,4.17,1
913,130.0,0,4.17,1
914,133.0,0,4.17,1
915,132.0,0,4.17,1
916,281.0,0,4.17,1
917,129.0,0,4.17,1
918,130.0,0,4.17,1
919,281.0,0,4.17,1
920,284.0,0,4.17,1
921,283.0,0,4.17,1
922,280.0,0,4.17,1
923,282.0,0,4.17,1
924,281.0,0,4.17,1
925,283.0,0,4.17,1
926,280.0,0,4.17,1
927,282.0,0,4.17,1
928,129.0,0,4.17,1
929,283.0,0,4.17,1
930,336.0,0,4.17,1
931,282.0,0,4.17,1
932,282.0,0,4.17,1
933,281.0,0,4.17,1
934,338.0,0,4.17,1
935,130.0,0,4.17,1
936,282.0,0,4.17,1
937,131.0,0,4.17,1
938,283.0,0,4.17,1
939,282.0,0,4.17,1
940,281.0,0,4.17,1
941,281.0,0,4.17,1
942,281.0,0,4.17,1
943,283.0,0,4.17,1
944,129.0,0,4.17,1
945,130.0,0,4.17,1
946,284.0,0,4.17,1
947,282.0,0,4.17,1
948,282.0,0,4.17,1
949,281.0,0,4.17,1
950,282.0,0,4.17,1
951,282.0,0,4.17,1
952,282.0,0,4.17,1
953,338.0,0,4.17,1
954,282.0,0,4.17,1
955,282.0,0,4.17,1
956,282.0,0,4.17,1
957,282.0,0,4.17,1
958,282.0,0,4.17,1
959,281.0,0,4.17,1
960,281.0,0,4.17,1
961,282.0,0,4.17,1
962,283.0,0,4.17,1
963,283.0,0,4.17,1
964,283.0,0,4.17,1
965,283.0,0,4.17,1
966,283.0,0,4.17,1
967,283.0,0,4.17,1
968,283.0,0,4.17,1
969,283.0,0,4.17,1
970,283.0,0,4.17,1
971,283.0,0,4.17,1
972,283.0,0,4.17,1
973,283.0,0,4.17,1
974,283.0,0,4.17,1
975,283.0,0,4.17,1
976,283.0,0,4.17,1
977,283.0,0,4.17,1
978,283.0,0,4.17,1
979,283.0,0,4.17,1
980,283.0,0,4.17,1
981,283.0,0,4.17,1
982,283.0,0,4.17,1
983,283.0,0,4.17,1
984,283.0,0,4.17,1
985,283.0,0,4.17,1
986,283.0,0,4.17,1
987,283.0,0,4.17,1
988,283.0,0,4.17,1
989,283.0,0,4.17,1
990,283.0,0,4.17,1
991,283.0,0,4.17,1
992,283.0,0,4.17,1
993,283.0,0,4.17,1
994,283.0,0,4.17,1
