second,distance,motion,lightIntensity,occupied
833,246.0,0,7.5,0
834,247.0,0,7.5,0
835,195.0,0,7.5,0
836,253.0,0,7.5,0
837,252.0,0,7.5,0
838,253.0,0,7.5,0
839,253.0,0,7.5,0
840,252.0,0,7.5,0
841,252.0,0,7.5,0
842,252.0,0,7.5,0
843,253.0,0,7.5,0
844,252.0,0,7.5,0
845,220.0,0,7.5,0
846,252.0,0,7.5,0
847,247.0,0,7.5,0
848,245.0,0,7.5,0
849,196.0,0,7.5,0
850,245.0,0,7.5,0
851,246.0,0,7.5,0
852,245.0,0,7.5,0
853,244.0,0,7.5,0
854,192.0,0,7.5,0
855,244.0,0,7.5,0
856,244.0,0,7.5,0
857,245.0,0,7.5,0
858,245.0,0,7.5,0
859,245.0,0,7.5,0
860,244.0,0,7.5,0
861,244.0,0,7.5,0
862,192.0,0,7.5,0
863,246.0,0,7.5,0
864,245.0,0,7.5,0
865,189.0,0,7.5,0
866,245.0,0,7.5,0
867,244.0,0,7.5,0
868,195.0,0,7.5,0
869,244.0,0,7.5,0
870,243.0,0,7.5,0
871,244.0,0,7.5,0
872,243.0,0,7.5,0
873,190.0,0,7.5,0
874,186.0,0,7.5,0
875,243.0,0,7.5,0
876,243.0,0,7.5,0
877,242.0,0,7.5,0
878,187.0,0,7.5,0
879,195.0,0,7.5,0
880,243.0,0,7.5,0
881,243.0,0,7.5,0
882,243.0,0,7.5,0
883,243.0,0,7.5,0
884,209.0,0,7.5,0
885,188.0,0,7.5,0
886,243.0,0,7.5,0
887,190.0,0,7.5,0
888,189.0,0,7.5,0
889,243.0,0,7.5,0
890,187.0,0,7.5,0
891,186.0,0,7.5,0
892,244.0,0,7.5,0
893,244.0,0,7.5,0
894,243.0,1,6.67,0
895,245.0,1,6.67,0
896,26.0,0,6.67,0
897,243.0,0,7.5,0
898,243.0,0,7.5,0
899,228.0,0,7.5,0
900,223.0,0,7.5,0
901,88.0,0,7.5,0
902,253.0,0,7.5,1
903,252.0,0,7.5,0
904,215.0,0,7.5,0
905,179.0,0,7.5,0
906,187.0,0,7.5,0
907,90.0,0,7.5,0
908,252.0,0,7.5,0
909,253.0,0,7.5,1
910,250.0,0,7.5,0
911,89.0,0,7.5,0
912,84.0,0,7.5,0
913,83.0,0,7.5,0
914,85.0,0,7.5,0
915,67.0,0,7.5,0
916,113.0,0,7.5,0
917,246.0,0,7.5,0
918,181.0,0,7.5,0
919,167.0,0,7.5,0
920,216.0,0,7.5,0
921,104.0,0,7.5,0
922,85.0,0,7.5,0
923,87.0,0,7.5,0
924,100.0,0,7.5,0
925,188.0,0,7.5,0
926,86.0,1,6.67,0
927,89.0,0,6.67,0
928,90.0,0,7.5,0
929,90.0,0,7.5,0
930,84.0,0,6.67,0
931,101.0,0,6.67,0
932,88.0,1,7.5,0
933,84.0,0,7.5,0
934,88.0,0,7.5,0
935,83.0,0,7.5,0
936,85.0,0,7.5,0
937,159.0,0,7.5,0
938,193.0,0,7.5,0
939,116.0,0,7.5,0
940,86.0,0,7.5,0
941,85.0,0,7.5,0
942,119.0,0,7.5,0
943,159.0,0,7.5,0
944,83.0,0,7.5,0
945,90.0,0,7.5,0
946,145.0,0,7.5,0
947,100.0,0,7.5,0
948,90.0,0,7.5,0
949,89.0,0,7.5,0
950,90.0,0,7.5,0
951,135.0,0,7.5,0
952,194.0,0,7.5,0
953,161.0,0,7.5,0
954,92.0,0,7.5,0
955,145.0,0,7.5,0
956,95.0,0,7.5,0
957,152.0,0,7.5,0
958,95.0,0,7.5,0
959,90.0,0,7.5,0
960,87.0,0,7.5,0
961,189.0,0,7.5,0
962,178.0,0,7.5,0
963,175.0,0,7.5,0
964,120.0,0,7.5,0
965,156.0,0,7.5,0
966,172.0,0,7.5,0
967,126.0,0,7.5,0
968,93.0,0,7.5,0
969,126.0,0,7.5,0
970,145.0,0,7.5,0
971,153.0,0,7.5,0
972,150.0,0,7.5,0
973,98.0,0,7.5,0
974,153.0,0,7.5,0
975,150.0,0,7.5,0
976,85.0,0,7.5,0
977,132.0,0,7.5,0
978,84.0,0,7.5,0
979,139.0,0,7.5,0
980,105.0,0,7.5,0
981,181.0,0,7.5,0
982,221.0,0,7.5,0
983,141.0,0,7.5,0
984,87.0,0,7.5,0
985,80.0,0,7.5,0
986,88.0,0,7.5,0
987,137.0,0,7.5,0
988,148.0,0,7.5,0
989,156.0,0,7.5,0
990,125.0,0,7.5,0
991,84.0,0,7.5,0
992,89.0,0,7.5,0
993,92.0,0,7.5,0
